molecule_chembl_id,pchembl_value,target_chembl_id,value,canonical_smiles
CHEMBL2376092,7.95,CHEMBL4282,11.2,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2[C@H]1CC[C@@H](OCO)CC1
CHEMBL2376093,7.53,CHEMBL4282,29.4,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCO)CC3)c2=O)cn1
CHEMBL2376095,7.67,CHEMBL4282,21.6,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCO)CC3)c2=O)cn1
CHEMBL2376096,5.68,CHEMBL4282,2070.0,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCC(=O)O)CC3)c2=O)cn1
CHEMBL2381116,5.32,CHEMBL4282,4800.0,COc1ccc2c(c1)C(=O)N(c1nc(C(=O)Nc3cnccc3N3CCNCC3)cs1)C2
CHEMBL2385543,4.8,CHEMBL4282,16.0,O=C1c2oc(-c3ccc(Cl)cc3)cc2Cc2cc(N3CCNCC3)ccc2N1Cc1ccccc1-c1cccnc1
CHEMBL2420911,5.8,CHEMBL4282,1.6,c1nc(N2CCC3(CCCNC3)CC2)c2nc[nH]c2n1
CHEMBL2420909,4.85,CHEMBL4282,14.0,c1nc(N2CCC3(CCCCN3)CC2)c2nc[nH]c2n1
CHEMBL2436727,5.9,CHEMBL4282,1.26,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(O)c(Sc3ncn[nH]3)c2)cc1
CHEMBL55934,4.96,CHEMBL4282,10.98,O=C1C=CC(=O)c2ccccc21
CHEMBL3099615,4.91,CHEMBL4282,12.27,C=CC(=O)c1ccccc1
CHEMBL3099614,4.86,CHEMBL4282,13.67,COC(=O)CC/C=C/C(=O)c1ccccc1
CHEMBL3099613,4.3,CHEMBL4282,50.0,COC/C=C/C(=O)c1ccccc1
CHEMBL3099612,5.53,CHEMBL4282,2.94,O=C1C[C@@H](O)[C@@H](C2=CC(=O)c3ccccc3C2=O)O1
CHEMBL50,5.27,CHEMBL4282,5.39,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
CHEMBL3104855,5.39,CHEMBL4282,4.07,Cc1c(O)c(O)c(O)c(C=O)c1-c1cc2c(C=O)c(C)c(O)c(O)c2o1
CHEMBL3104854,4.63,CHEMBL4282,23.2,Cc1c(O)c(O)c(O)c2c1COC2=O
CHEMBL3104851,5.67,CHEMBL4282,2.15,Cc1c(O)c(O)c2c(c1C=O)[C@@H]1O[C@H](O2)c2c(C)c(O)c(O)c(O)c2C1=O
CHEMBL3109404,4.32,CHEMBL4282,48.4,COC(=O)c1cc(O)c(O)c(C[C@]2(C)[C@@H](C)CC[C@@]3(C)C(C)=CCC[C@@H]23)c1
CHEMBL3109401,4.13,CHEMBL4282,73.2,CC1=CCC[C@H]2[C@](C)(CC3=C(O)C(=O)C=C(NCCC(C)C)C3=O)[C@@H](C)CC[C@@]12C
CHEMBL3113284,5.76,CHEMBL4282,1.73,COc1ccc(S(=O)(=O)Nc2cc(Sc3ncnc4nc[nH]c34)c(O)c3ccccc23)cc1OC
CHEMBL3113150,6.09,CHEMBL4282,0.82,NCCNC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
CHEMBL3113149,6.19,CHEMBL4282,0.65,OCCNC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
CHEMBL3113148,5.88,CHEMBL4282,1.32,Clc1ccc(C(NCc2ccccc2)c2ccc(-c3cn[nH]c3)cc2)cc1
CHEMBL3113146,5.96,CHEMBL4282,1.1,Clc1ccc(C(NC2CCCCC2)c2ccc(-c3cn[nH]c3)cc2)cc1
CHEMBL3113145,6.32,CHEMBL4282,0.48,Clc1ccc(C(NC2CC2)c2ccc(-c3cn[nH]c3)cc2)cc1
CHEMBL3112595,7.42,CHEMBL4282,0.038,CC(C)(C)NC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
CHEMBL3113144,6.05,CHEMBL4282,0.9,CC(C)CNC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
CHEMBL3113143,6.43,CHEMBL4282,0.37,CC(C)NC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
CHEMBL3113142,6.13,CHEMBL4282,0.74,Clc1ccc(C(NCc2ccccc2)c2ccc(-c3ncnc4[nH]cnc34)cc2)cc1
CHEMBL3113141,6.19,CHEMBL4282,0.64,Clc1ccc(C(NC2CCCCC2)c2ccc(-c3ncnc4[nH]cnc34)cc2)cc1
CHEMBL3113140,6.13,CHEMBL4282,0.74,CC(C)CNC(c1ccc(Cl)cc1)c1ccc(-c2ncnc3[nH]cnc23)cc1
CHEMBL3113139,5.9,CHEMBL4282,1.25,Clc1ccc(C(NCc2ccccc2)c2ccc(-c3ccncc3)cc2)cc1
CHEMBL3113137,5.9,CHEMBL4282,1.26,Clc1ccc(C(NC2CCCCC2)c2ccc(-c3ccncc3)cc2)cc1
CHEMBL3113136,6.77,CHEMBL4282,0.17,CC(C)(C)NC(c1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1
CHEMBL3113135,5.84,CHEMBL4282,1.43,CC(C)CNC(c1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1
CHEMBL3113134,6.66,CHEMBL4282,0.22,CC(C)NC(c1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1
CHEMBL3113130,6.33,CHEMBL4282,0.47,Clc1ccc(C(NC2CC2)c2ccc(-c3ncnc4[nH]cnc34)cc2)cc1
CHEMBL3113129,6.8,CHEMBL4282,0.16,CC(C)NC(c1ccc(Cl)cc1)c1ccc(-c2ncnc3[nH]cnc23)cc1
CHEMBL526034,4.7,CHEMBL4282,20.0,CN(C)Cc1c(O)ccc2oc(Cc3ccccc3)cc12
CHEMBL3127380,6.36,CHEMBL4282,6.36,Nc1ncnc(N2CCN(C(=O)C(N)Cc3ccccc3)CC2)c1Br
CHEMBL3127379,8.11,CHEMBL4282,8.11,Nc1ncnc(N2CCN(C(=O)C(N)Cc3ccc(Cl)cc3)CC2)c1Br
CHEMBL3127378,7.77,CHEMBL4282,7.77,Nc1ncnc(N2CCN(C(=O)C(N)Cc3ccc(Cl)cc3)CC2)c1Cl
CHEMBL3127377,5.74,CHEMBL4282,5.74,Nc1ncnc(N2CCN(C(=O)[C@@H](N)Cc3ccccc3)CC2)c1Cl
CHEMBL3127376,5.36,CHEMBL4282,5.36,NCC1(c2ccc(Cl)c(Cl)c2)CCN(c2cc(N)ncn2)CC1
CHEMBL3124965,5.7,CHEMBL4282,5.7,CNc1cc(N2CCC(CN)(c3ccc(Cl)c(Cl)c3)CC2)ncn1
CHEMBL3218297,8.67,CHEMBL4282,2.16,CS(=O)(=O)O.O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1
CHEMBL3361128,4.41,CHEMBL4282,38.6,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21
CHEMBL3314097,6.7,CHEMBL4282,200.0,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C(CCCCCCCCn1cc(CCCC(=O)NC(CCCCCCCCn2cc(C[C@H](NC(C)=O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)nn2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCCNC(=O)CCCC[C@H]2SC[C@H]3NC(=O)N[C@H]32)C(C)C)nn1)NC(C)=O)C(N)=O
CHEMBL3298512,6.24,CHEMBL4282,0.58,C=CC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL3298516,5.35,CHEMBL4282,4.48,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCCN1C(=O)C=CC1=O
CHEMBL3298611,4.61,CHEMBL4282,24.66,CC(C)(C)OC(=O)NN(Cc1ccccc1)C(=O)CBr
CHEMBL3298792,4.79,CHEMBL4282,16.13,CC(C)(C)OC(=O)NN(Cc1ccccc1)C(=O)CI
CHEMBL3298929,5.33,CHEMBL4282,4.68,CC(C)(C)OC(=O)NN(Cc1ccccc1)C(=O)CN1C(=O)C=CC1=O
CHEMBL3299032,6.7,CHEMBL4282,0.2,COC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(=O)NCCCC(=O)O
CHEMBL3414688,6.66,CHEMBL4282,0.22,CC(C)CCCC1(C)CCc2cc(S(N)(=O)=O)cc(Br)c2O1
CHEMBL3414687,6.46,CHEMBL4282,0.35,CC(C)CCCC1(C)CCc2cc(S(N)(=O)=O)cc(F)c2O1
CHEMBL3414686,6.7,CHEMBL4282,0.2,Cc1c(S(N)(=O)=O)cc2c(c1C)OC(C)(CCCC(C)C)CC2
CHEMBL3414685,6.68,CHEMBL4282,0.21,CC(C)CCCC1(C)CCc2cc(N)ccc2O1
CHEMBL3414684,7.52,CHEMBL4282,0.03,Cc1cc(O)cc2c1NC(C)(CCCC(C)C)CC2
CHEMBL3414683,6.01,CHEMBL4282,0.98,CC(C)CCCC1(C)CCc2ccc(O)c(O)c2O1
CHEMBL3414682,6.47,CHEMBL4282,0.34,CC(C)CCCC1(C)CCc2c(O)cccc2O1
CHEMBL3414681,6.41,CHEMBL4282,0.39,CC(C)CCCC1(C)CCc2cc(O)cc(Br)c2O1
CHEMBL3414680,6.47,CHEMBL4282,0.34,CC(C)CCCC1(C)CCc2cc(O)cc(F)c2O1
CHEMBL3414679,5.73,CHEMBL4282,1.88,COc1cc(O)cc2c1OC(C)(CCCC(C)C)CC2
CHEMBL3414678,5.93,CHEMBL4282,1.18,CC(C)CCCC1(C)CCc2cc(O)cc(O)c2O1
CHEMBL3414677,6.35,CHEMBL4282,0.45,CC(C)CCCC1(C)CCc2cc(O)cc(C(F)(F)F)c2O1
CHEMBL3414676,6.55,CHEMBL4282,0.28,CC(C)CCCC1(C)CC(=O)c2cc(O)ccc2O1
CHEMBL3414675,6.5,CHEMBL4282,0.32,Cc1cc(O)cc2c1OC(C)(CCCC(C)C)CC2=O
CHEMBL3414674,6.39,CHEMBL4282,0.41,Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)C)CC2=O
CHEMBL3414673,6.46,CHEMBL4282,0.35,CC(C)CCCC1(C)CCc2cc(O)ccc2O1
CHEMBL3414672,6.39,CHEMBL4282,0.41,Cc1cc(O)cc2c1OC(C)(CCCC(C)C)CC2
CHEMBL3414671,5.07,CHEMBL4282,8.5,COc1cc2c(c(C)c1C)OC(C)(CCCC(C)C)CC2
CHEMBL3414670,6.28,CHEMBL4282,0.52,Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)C)CC2
CHEMBL3414669,6.27,CHEMBL4282,0.54,Cc1c(O)cc2c(c1C)O[C@](C)(CCCC(C)C)CC2
CHEMBL3693947,4.68,CHEMBL4282,20800.0,Cc1cc(C)cc(C(=O)NC(=S)Nc2c(O)cc(C(F)(F)F)cc2C(F)(F)F)c1
CHEMBL3701762,9.1,CHEMBL4282,0.8,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(-c5ccn[nH]5)cc3-4)cc2)C1
CHEMBL3701774,8.62,CHEMBL4282,2.4,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(C(=O)NCCO)cc3-4)cc2)C1
CHEMBL3701718,8.34,CHEMBL4282,4.6,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccc(F)c3-4)cc2)C1
CHEMBL3701767,8.8,CHEMBL4282,1.6,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(C(N)=O)cc3-4)cc2)C1
CHEMBL3701752,8.85,CHEMBL4282,1.4,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ncccc3-4)cc2)CC(O)(C2CC2)C1
CHEMBL3701777,8.3,CHEMBL4282,5.0,CC1(O)CC(O)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(C(=O)O)cc3-4)cc2)C1
CHEMBL3701717,8.43,CHEMBL4282,3.7,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccc(F)c3-4)cc2)CC(O)(C2CC2)C1
CHEMBL3701771,7.82,CHEMBL4282,15.0,CN(C)C(=O)c1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(C)(O)C3)cc2)c1-c1ccccc1
CHEMBL3596524,4.57,CHEMBL4282,27100.0,Cc1cc(C)cc(C(=O)NC(=S)Nc2cc([N+](=O)[O-])ccc2O)c1
CHEMBL3679633,8.64,CHEMBL4282,2.3,N=C(c1ccccc1)n1c(=N)ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)cc21
CHEMBL3701724,8.19,CHEMBL4282,6.4,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(F)cc3-4)cc2)C1
CHEMBL3679630,8.09,CHEMBL4282,8.2,CC(=N)n1c(=N)ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)cc21
CHEMBL3701769,8.74,CHEMBL4282,1.8,CCNC(=O)c1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL3701738,7.55,CHEMBL4282,28.0,CCOc1cccc2c1-c1nc(-c3ccc(C4(N)CC(O)(C5CC5)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL3701737,8.09,CHEMBL4282,8.2,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccc(Cl)c3-4)cc2)CC(O)(C2CC2)C1
CHEMBL3701756,8.19,CHEMBL4282,6.4,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3nccnc3-4)cc2)C1
CHEMBL3701778,8.51,CHEMBL4282,3.1,CC1(O)CC(O)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C(=O)O)ccc3-4)cc2)C1
CHEMBL3701734,8.43,CHEMBL4282,3.7,COc1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(O)(C4CC4)C3)cc2)c1-c1ccccc1
CHEMBL3701736,8.22,CHEMBL4282,6.0,COc1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(C)(O)C3)cc2)c1-c1ccccc1
CHEMBL3701728,8.28,CHEMBL4282,5.3,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccccc3-4)cc2)C1
CHEMBL5316196,7.8,CHEMBL4282,16.0,COc1cccc2c1OCn1c-2nc(-c2ccc(C3(N)CC(O)(C4CC4)C3)cc2)c1-c1ccccc1
CHEMBL3701763,8.89,CHEMBL4282,1.3,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(-c5cn[nH]c5)cc3-4)cc2)C1
CHEMBL3701775,8.74,CHEMBL4282,1.8,CCONC(=O)c1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL3701766,8.82,CHEMBL4282,1.5,CNC(=O)c1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL3701748,7.85,CHEMBL4282,14.0,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)CCC1
CHEMBL5316199,7.96,CHEMBL4282,11.0,Cc1ccc2c(n1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL3701761,8.36,CHEMBL4282,4.4,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(C#N)cc3-4)cc2)C1
CHEMBL3701742,7.96,CHEMBL4282,11.0,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)CC(O)(C2CC2)C1
CHEMBL3701770,8.74,CHEMBL4282,1.8,CNC(=O)c1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(C)(O)C3)cc2)c1-c1ccccc1
CHEMBL3701760,8.21,CHEMBL4282,6.2,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C#N)ccc3-4)cc2)C1
CHEMBL3693946,4.65,CHEMBL4282,22600.0,Cc1cc(C)cc(C(=O)NC(=S)Nc2cc(C(F)(F)F)ccc2O)c1
CHEMBL3701776,8.89,CHEMBL4282,1.3,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C(N)=O)ccc3-4)cc2)C1
CHEMBL3701720,8.15,CHEMBL4282,7.1,NC1(c2ccc(-c3nc4n(c3-c3ccsc3)COc3cccc(F)c3-4)cc2)CC(O)(C2CC2)C1
CHEMBL5316198,8.38,CHEMBL4282,4.2,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)CC(O)(C2CC2)C1
CHEMBL3701721,7.66,CHEMBL4282,22.0,NC1(c2ccc(-c3nc4n(c3-c3ccncc3)COc3cccc(F)c3-4)cc2)CC(O)(C2CC2)C1
CHEMBL3701719,7.8,CHEMBL4282,16.0,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccc(F)c3-4)cc2)CCC1
CHEMBL3701722,8.01,CHEMBL4282,9.8,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccsc3)COc3cccc(F)c3-4)cc2)C1
CHEMBL3693945,4.76,CHEMBL4282,17500.0,Cc1cc(C)cc(C(=O)NC(=S)Nc2c(O)cc(C)c(Cl)c2C)c1
CHEMBL3679636,9.47,CHEMBL4282,0.34,N[C@]1(c2ccc(-c3nc4ccc5nnc(C(F)F)n5c4cc3-c3ccccc3)cc2)C[C@](O)(C2CC2)C1
CHEMBL3701773,8.68,CHEMBL4282,2.1,CCONC(=O)c1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(C)(O)C3)cc2)c1-c1ccccc1
CHEMBL3701729,7.89,CHEMBL4282,13.0,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccccc3-4)cc2)CCC1
CHEMBL3701725,8.07,CHEMBL4282,8.5,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(F)ccc3-4)cc2)C1
CHEMBL3701757,8.1,CHEMBL4282,8.0,CCC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3nccnc3-4)cc2)C1
CHEMBL3701743,7.96,CHEMBL4282,11.0,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)C1
CHEMBL3701759,8.07,CHEMBL4282,8.6,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(CO)ccc3-4)cc2)C1
CHEMBL3701754,8.41,CHEMBL4282,3.9,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ncccc3-4)cc2)CCC1
CHEMBL3679635,9.15,CHEMBL4282,0.7,N[C@]1(c2ccc(-c3nc4ccc5nnc(C6NCNN6)n5c4cc3-c3ccccc3)cc2)C[C@](O)(C2CC2)C1
CHEMBL3701772,8.51,CHEMBL4282,3.1,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C(=O)NCCO)ccc3-4)cc2)C1
CHEMBL3693949,4.87,CHEMBL4282,13400.0,Cc1cc(C)cc(C(=O)NC(=S)Nc2cc(-c3ccccc3)ccc2O)c1
CHEMBL3701747,8.18,CHEMBL4282,6.6,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1
CHEMBL3701739,7.52,CHEMBL4282,30.0,CCOc1cccc2c1-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL3701732,8.32,CHEMBL4282,4.8,COc1cccc2c1-c1nc(-c3ccc(C4(N)CC(O)(C5CC5)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL3701740,7.92,CHEMBL4282,12.0,COc1cc(OC)c2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(O)(C4CC4)C3)cc2)c1-c1ccccc1
CHEMBL3701730,7.57,CHEMBL4282,27.0,NC1(c2ccc(-c3nc4n(c3-c3ccsc3)COc3ccccc3-4)cc2)CCC1
CHEMBL3701727,8.41,CHEMBL4282,3.9,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccccc3-4)cc2)CC(O)(C2CC2)C1
CHEMBL3701768,8.36,CHEMBL4282,4.4,CN(C)C(=O)c1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL3701733,8.74,CHEMBL4282,1.8,COc1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(O)(C5CC5)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL3701758,8.66,CHEMBL4282,2.2,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(CO)cc3-4)cc2)C1
CHEMBL3701750,8.7,CHEMBL4282,2.0,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cnccc3-4)cc2)C1
CHEMBL3701765,8.26,CHEMBL4282,5.5,COc1ccc2c(n1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL3701749,8.8,CHEMBL4282,1.6,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cnccc3-4)cc2)CC(O)(C2CC2)C1
CHEMBL3701744,7.46,CHEMBL4282,35.0,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)CCC1
CHEMBL3701723,7.6,CHEMBL4282,25.0,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccncc3)COc3cccc(F)c3-4)cc2)C1
CHEMBL3701745,7.48,CHEMBL4282,33.0,CCC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)C1
CHEMBL3701735,8.54,CHEMBL4282,2.9,COc1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2
CHEMBL5316197,7.58,CHEMBL4282,26.0,Cc1cccc2c1OCn1c-2nc(-c2ccc(C3(N)CC(O)(C4CC4)C3)cc2)c1-c1ccccc1
CHEMBL3679629,8.21,CHEMBL4282,6.1,N=C(N)n1c(=N)ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)cc21
CHEMBL3679634,7.41,CHEMBL4282,39.0,N=c1ccc2nc(-c3ccc(C4(NC(=O)Cc5cccnc5)CCC4)cc3)c(-c3ccccc3)cc2n1C(N)=O
CHEMBL3701726,8.64,CHEMBL4282,2.3,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3c(F)cccc3-4)cc2)CC(O)(C2CC2)C1
CHEMBL3693948,4.74,CHEMBL4282,18100.0,Cc1cc(C)cc(C(=O)NC(=S)Nc2c(O)cc(C)c(Br)c2C)c1
CHEMBL3701755,8.27,CHEMBL4282,5.4,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3nccnc3-4)cc2)CC(O)(C2CC2)C1
CHEMBL3701746,7.92,CHEMBL4282,12.0,CCC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1
CHEMBL3701731,7.29,CHEMBL4282,51.0,NC1(c2ccc(-c3nc4n(c3-c3ccncc3)COc3ccccc3-4)cc2)CCC1
CHEMBL3701751,8.26,CHEMBL4282,5.5,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cnccc3-4)cc2)CCC1
CHEMBL3596523,4.51,CHEMBL4282,31000.0,O=C(NC(=S)Nc1cc([N+](=O)[O-])cc(Cl)c1O)c1ccccc1
CHEMBL3679632,9.42,CHEMBL4282,0.38,C[C@]1(O)C[C@@](N)(c2ccc(-c3nc4ccc5nnc(C(F)F)n5c4cc3-c3ccccc3)cc2)C1
CHEMBL3679631,8.0,CHEMBL4282,10.0,N=C(c1ccccc1)n1c(=N)ccc2nc(-c3ccc(C4(N)CC(F)(F)C4)cc3)c(-c3ccccc3)cc21
CHEMBL3701753,8.85,CHEMBL4282,1.4,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ncccc3-4)cc2)C1
CHEMBL3759201,4.06,CHEMBL4282,87.6,Cc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1
CHEMBL3764688,4.79,CHEMBL4282,16.35,N=C(N/C(=N/O)c1nonc1N)c1ccccc1Br
CHEMBL3764684,5.49,CHEMBL4282,3.23,N=C(N/C(=N/O)c1nonc1N)N1CCCN=C1N
CHEMBL3763907,5.07,CHEMBL4282,8.61,N=C(N/C(=N/O)c1nonc1N)c1ccccc1N
CHEMBL3764457,5.14,CHEMBL4282,7.19,N=C(N/C(=N/O)c1nonc1N)c1ccccc1
CHEMBL3764886,5.73,CHEMBL4282,1.85,N=C(N)NC(=N)N/C(=N/O)c1nonc1N
CHEMBL3787112,5.16,CHEMBL4282,7.0,Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1
CHEMBL3137336,7.75,CHEMBL4282,0.018,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl
CHEMBL3805037,5.85,CHEMBL4282,1.4,Cn1ncc(Br)c1-c1ccc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)cc1
CHEMBL3805006,5.72,CHEMBL4282,1.91,Cn1ncc(Cl)c1-c1ccc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)cc1
CHEMBL3805319,6.07,CHEMBL4282,0.85,Cn1ncc(Cl)c1-c1c(Cl)c(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)n(C)c1Cl
CHEMBL3805443,5.9,CHEMBL4282,1.26,Cn1cc(-c2c(Br)cnn2C)cc1C(=O)NC1(c2ccc(Cl)c(Cl)c2)CCNCC1
CHEMBL3805457,5.83,CHEMBL4282,1.48,Cn1ncc(Cl)c1-c1oc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)cc1Br
CHEMBL3805228,7.21,CHEMBL4282,0.061,Cn1ncc(Cl)c1-c1cc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)oc1Cl
CHEMBL3805691,6.41,CHEMBL4282,0.39,Cn1ncc(Cl)c1-c1cc(C(=O)NC2(c3ccc(F)cc3)CCNCC2)oc1Cl
CHEMBL3805855,6.36,CHEMBL4282,0.44,Cn1ncc(Br)c1-c1coc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)c1
CHEMBL3805617,5.7,CHEMBL4282,2.02,Cn1ncc(Br)c1-c1coc(C(=O)NC2(c3ccc(F)cc3)CCNCC2)c1
